"ST","PWGTP","AGEP","CIT","COW","SCHL","SEX","WAGP","ESR","FOD1P","INDP","NAICSP","POWSP"
48,33,42,1,"Self-employed","Master's Degree","Female",0,"Unemployed","FINANCE",4390,"4243",NA
48,118,24,1,"Private profit","Bachelor's Degree","Male",45000,"Employed","COMPUTER SCIENCE",7380,"5415",48
48,108,58,1,"Private profit","Master's Degree","Male",55000,"Not in labor force","MATH",3390,"334M2",NA
48,304,43,4,"Private profit","Master's Degree","Male",100000,"Employed","COMPUTER SCIENCE",6680,"5171",48
48,123,54,5,"Private profit","Bachelor's Degree","Female",73000,"Employed","FINANCE",6380,"492",48
48,114,52,1,"Private profit","Bachelor's Degree","Female",8000,"Employed","COMPUTER SCIENCE",7890,"611M3",48
48,71,48,1,"Private profit","Master's Degree","Male",165000,"Employed","FINANCE",7470,"5418",48
48,52,26,1,"Private profit","Bachelor's Degree","Male",160000,"Employed","STATISTICS",7290,"5413",48
48,71,25,1,"Private profit","Bachelor's Degree","Male",30000,"Employed","STATISTICS",7390,"5416",48
48,70,45,1,"Private profit","Bachelor's Degree","Female",130000,"Employed","COMPUTER SCIENCE",7380,"5415",48
48,70,45,1,"Private profit","Bachelor's Degree","Male",145000,"Employed","FINANCE",6870,"52M1",48
48,140,47,1,"Private profit","Bachelor's Degree","Female",150000,"Employed","COMPUTER SCIENCE",6270,"486",48
48,103,49,1,"Federal government","Master's Degree","Female",130000,"Employed","FINANCE",9380,"92113",48
48,45,26,1,"Private profit","Bachelor's Degree","Female",46000,"Employed","FINANCE",490,"213",48
48,56,31,4,"Local government","Bachelor's Degree","Female",39100,"Employed","FINANCE",7490,"5419Z",48
48,77,47,1,"State government","Doctorate degree","Female",80000,"Employed","MATH",7870,"611M1",48
48,18,73,1,NA,"Professional degree","Male",0,"Not in labor force","MATH",NA,"",NA
48,26,74,1,NA,"Bachelor's Degree","Male",0,"Not in labor force","MATH",NA,"",NA
48,65,37,5,"Working without pay","Bachelor's Degree","Male",22300,"Employed","COMPUTER SCIENCE",770,"23",48
48,92,43,1,"Private profit","Bachelor's Degree","Male",72000,"Employed","COMPUTER SCIENCE",3570,"336M",48
48,48,25,1,"State government","Bachelor's Degree","Male",12000,"Employed","MATH",7870,"611M1",48
48,290,27,1,"Private profit","Master's Degree","Male",75000,"Employed","STATISTICS",7380,"5415",48
48,42,50,4,"Private profit","Master's Degree","Female",0,"Not in labor force","COMPUTER SCIENCE",4770,"442",NA
48,38,51,4,"Private profit","Master's Degree","Male",120000,"Employed","COMPUTER SCIENCE",490,"213",48
48,55,76,1,NA,"Bachelor's Degree","Male",0,"Not in labor force","FINANCE",NA,"",NA
48,88,60,1,NA,"Bachelor's Degree","Male",0,"Not in labor force","COMPUTER SCIENCE",NA,"",NA
48,66,43,1,"Private profit","Master's Degree","Male",404000,"Employed","STATISTICS",7380,"5415",48
48,54,51,1,"Local government","Bachelor's Degree","Male",100000,"Employed","MATH",9370,"9211MP",48
48,64,38,4,"Private profit","Bachelor's Degree","Male",60000,"Employed","COMPUTER SCIENCE",5090,"447",48
48,36,47,1,"Self-employed","Doctorate degree","Male",0,"Employed","FINANCE",7970,"6211",48
48,67,55,1,"Private profit","Master's Degree","Female",68000,"Employed","MATH",6690,"517Z",48
48,104,51,5,"Private profit","Master's Degree","Male",190000,"Employed","FINANCE",3190,"333MS",48
48,75,71,4,NA,"Bachelor's Degree","Female",0,"Not in labor force","FINANCE",NA,"",NA
48,61,44,1,"Private profit","Master's Degree","Male",70000,"Employed","FINANCE",3580,"33641M1",48
48,114,50,1,"Private profit","Bachelor's Degree","Female",75000,"Employed","FINANCE",4490,"4247",48
48,81,43,5,"Private profit","Bachelor's Degree","Male",120000,"Employed","COMPUTER SCIENCE",7380,"5415",48
48,68,52,5,"State government","Professional degree","Female",404000,"Employed","MATH",8190,"622",48
48,143,55,1,"Private profit","Bachelor's Degree","Female",101000,"Employed","COMPUTER SCIENCE",3380,"3345",48
48,223,40,1,"Local government","Bachelor's Degree","Female",52000,"Employed","MATH",7860,"6111",48
48,60,41,1,"Private profit","Bachelor's Degree","Male",101000,"Employed","COMPUTER SCIENCE",3365,"3341",48
48,48,41,1,"State government","Bachelor's Degree","Female",45000,"Employed","MATH",7860,"6111",48
48,85,62,1,"Private profit","Bachelor's Degree","Male",62000,"Unemployed","COMPUTER SCIENCE",3365,"3341",NA
48,84,24,1,"Private non-profit","Master's Degree","Female",30000,"Employed","FINANCE",7860,"6111",48
48,110,26,1,"Private profit","Bachelor's Degree","Female",55000,"Employed","FINANCE",3365,"3341",48
48,97,65,1,"Private profit","Bachelor's Degree","Male",100000,"Employed","MATH",4270,"4238",48
48,30,33,5,"Private profit","Master's Degree","Male",104000,"Employed","COMPUTER SCIENCE",3390,"334M2",48
48,129,46,1,"Private profit","Bachelor's Degree","Male",148000,"Employed","COMPUTER SCIENCE",7380,"5415",48
48,64,22,1,"Private profit","Bachelor's Degree","Female",2500,"Not in labor force","MATH",8590,"713Z",NA
48,89,51,5,"State government","Master's Degree","Male",99000,"Employed","COMPUTER SCIENCE",9490,"92M1",48
48,128,50,4,"Private profit","Master's Degree","Male",80000,"Employed","FINANCE",7390,"5416",48
48,69,31,1,"Private profit","Bachelor's Degree","Male",48000,"Employed","STATISTICS",5570,"45322",48
48,76,35,3,"Private profit","Bachelor's Degree","Male",94000,"Employed","COMPUTER SCIENCE",6990,"524",48
48,169,38,2,"Private profit","Bachelor's Degree","Male",100000,"Employed","STATISTICS",6070,"481",48
48,111,54,4,"Private profit","Bachelor's Degree","Male",92000,"Employed","FINANCE",8870,"8113",48
48,46,23,1,"Private profit","Bachelor's Degree","Female",45000,"Employed","FINANCE",7070,"531",48
48,60,39,4,"Private profit","Bachelor's Degree","Male",95000,"Employed","COMPUTER SCIENCE",4870,"4441Z",48
48,297,29,1,"Private profit","Bachelor's Degree","Male",109000,"Employed","FINANCE",3680,"3366",48
48,90,55,1,"Private non-profit","Bachelor's Degree","Male",27400,"Employed","MATH",9160,"8131",48
48,133,54,4,"Private profit","Master's Degree","Male",72000,"Employed","COMPUTER SCIENCE",7380,"5415",48
48,84,23,4,"Private profit","Bachelor's Degree","Female",7500,"Employed","FINANCE",490,"213",48
48,70,58,1,"Federal government","Bachelor's Degree","Female",90000,"Employed","MATH",9570,"92M2",48
48,108,34,1,"Private profit","Master's Degree","Male",49700,"Employed","COMPUTER SCIENCE",4265,"4237",48
48,291,49,1,"Private profit","Bachelor's Degree","Male",180000,"Employed","FINANCE",6780,"5191ZM",48
48,106,41,1,"Self-employed","Bachelor's Degree","Male",404000,"Employed","FINANCE",6890,"522M",48
48,52,53,1,"Private profit","Bachelor's Degree","Male",92000,"Employed","COMPUTER SCIENCE",7190,"53M",48
48,62,25,1,"Self-employed","Bachelor's Degree","Male",0,"Not in labor force","COMPUTER SCIENCE",7870,"611M1",NA
48,66,35,1,"Private non-profit","Master's Degree","Female",113000,"Employed","MATH",8190,"622",48
48,161,24,1,"Private profit","Bachelor's Degree","Male",70000,"Employed","FINANCE",3180,"3336",48
48,36,59,1,NA,"Bachelor's Degree","Male",0,"Not in labor force","MATH",NA,"",NA
48,54,48,1,"Private profit","Bachelor's Degree","Female",20000,"Employed","STATISTICS",6990,"524",48
48,106,38,1,NA,"Bachelor's Degree","Female",0,"Not in labor force","MATH",NA,"",NA
48,183,48,1,"Private profit","Master's Degree","Male",60000,"Employed","STATISTICS",7380,"5415",48
48,336,54,1,"Private profit","Bachelor's Degree","Female",6500,"Employed","COMPUTER SCIENCE",8590,"713Z",48
48,96,36,4,"Private non-profit","Master's Degree","Female",0,"Not in labor force","COMPUTER SCIENCE",8190,"622",NA
48,196,23,5,"Local government","Bachelor's Degree","Female",7000,"Employed","FINANCE",7870,"611M1",35
48,33,54,1,"Private profit","Bachelor's Degree","Female",122000,"Employed","FINANCE",6870,"52M1",48
48,74,32,4,"Private profit","Master's Degree","Female",120000,"Employed","FINANCE",4670,"4411",48
48,55,69,1,"Self-employed","Bachelor's Degree","Male",0,"Not in labor force","MATH",6380,"492",NA
48,132,47,5,"Federal government","Bachelor's Degree","Male",80000,"Employed","COMPUTER SCIENCE",7860,"6111",48
48,65,36,5,"State government","Doctorate degree","Male",80000,"Employed","MATH",7870,"611M1",48
48,113,43,1,"Private profit","Master's Degree","Male",404000,"Employed","COMPUTER SCIENCE",3365,"3341",48
48,50,25,1,"State government","Bachelor's Degree","Male",46000,"Employed","MATH",7460,"5417",48
48,20,65,3,NA,"Bachelor's Degree","Male",0,"Not in labor force","STATISTICS",NA,"",NA
48,15,37,1,NA,"Bachelor's Degree","Male",0,"Not in labor force","COMPUTER SCIENCE",NA,"",NA
48,52,40,1,"Private profit","Master's Degree","Male",93000,"Employed","FINANCE",6870,"52M1",48
48,63,61,4,NA,"Master's Degree","Female",0,"Not in labor force","COMPUTER SCIENCE",NA,"",NA
48,81,23,1,"Private profit","Bachelor's Degree","Male",32000,"Employed","MATH",6870,"52M1",48
48,123,41,4,"Private profit","Master's Degree","Male",105000,"Employed","COMPUTER SCIENCE",6680,"5171",48
48,57,60,1,"Local government","Bachelor's Degree","Male",90000,"Employed","FINANCE",9570,"92M2",48
48,74,28,1,"Private profit","Bachelor's Degree","Female",250,"Unemployed","COMPUTER SCIENCE",7380,"5415",NA
48,103,36,1,"Private profit","Bachelor's Degree","Male",130000,"Employed","COMPUTER SCIENCE",7380,"5415",48
48,90,49,1,"Private profit","Bachelor's Degree","Male",46000,"Employed","FINANCE",6870,"52M1",48
48,79,47,4,"Private profit","Master's Degree","Male",45000,"Employed","MATH",7590,"5614",48
48,21,62,1,"Private profit","Master's Degree","Male",104000,"Employed","MATH",6870,"52M1",48
48,54,50,4,"Private profit","Bachelor's Degree","Female",44000,"Employed","MATH",2870,"332M",48
48,29,52,4,"Federal government","Bachelor's Degree","Male",54000,"Employed","COMPUTER SCIENCE",5390,"4529",48
48,58,32,1,"Private profit","Master's Degree","Female",70000,"Employed","STATISTICS",6690,"517Z",48
48,47,40,1,"Local government","Bachelor's Degree","Male",56000,"Employed","MATH",9470,"92MP",48
48,95,26,1,"State government","Master's Degree","Male",3100,"Employed","MATH",7870,"611M1",48
48,34,33,1,"Self-employed","Bachelor's Degree","Male",4000,"Unemployed","STATISTICS",770,"23",NA
48,104,35,1,"Private profit","Bachelor's Degree","Male",35000,"Employed","FINANCE",7990,"62131",48
48,76,58,1,"Private profit","Bachelor's Degree","Male",60000,"Employed","MATH",4195,"4236",48
48,127,25,1,"State government","Bachelor's Degree","Female",47900,"Employed","FINANCE",9570,"92M2",48
48,93,50,4,"Federal government","Bachelor's Degree","Male",404000,"Employed","COMPUTER SCIENCE",9570,"92M2",48
48,49,43,1,"Private profit","Bachelor's Degree","Male",138000,"Employed","COMPUTER SCIENCE",4795,"443142",48
48,61,43,1,"Private profit","Bachelor's Degree","Female",404000,"Employed","FINANCE",6970,"52M2",48
48,92,36,1,"Private profit","Professional degree","Male",200000,"Employed","COMPUTER SCIENCE",3370,"334M1",48
48,97,32,4,"Private profit","Master's Degree","Female",64000,"Unemployed","COMPUTER SCIENCE",3370,"334M1",NA
48,68,65,1,NA,"Bachelor's Degree","Male",0,"Not in labor force","COMPUTER SCIENCE",NA,"",NA
48,186,41,1,"Self-employed","Bachelor's Degree","Male",150000,"Employed","FINANCE",6970,"52M2",48
48,40,26,1,"Private profit","Bachelor's Degree","Male",110000,"Employed","COMPUTER SCIENCE",6970,"52M2",48
48,77,25,1,"Private profit","Bachelor's Degree","Male",65000,"Employed","COMPUTER SCIENCE",2980,"332MZ",48
48,84,33,1,"State government","Master's Degree","Female",9000,"Not in labor force","FINANCE",7870,"611M1",NA
48,42,43,1,"Private profit","Master's Degree","Female",45000,"Employed","FINANCE",6990,"524",48
48,42,47,1,"Self-employed","Bachelor's Degree","Female",20000,"Not in labor force","MATH",7280,"5412",NA
48,73,69,1,"Private profit","Bachelor's Degree","Male",0,"Not in labor force","MATH",7290,"5413",NA
48,61,38,1,"Private profit","Bachelor's Degree","Male",404000,"Employed","COMPUTER SCIENCE",7380,"5415",48
48,108,32,1,"Private profit","Bachelor's Degree","Female",36000,"Employed","FINANCE",6870,"52M1",48
48,31,72,1,"State government","Bachelor's Degree","Male",15600,"Unemployed","MATH",7460,"5417",NA
48,109,29,1,"Private profit","Bachelor's Degree","Female",130000,"Employed","FINANCE",6970,"52M2",48
48,50,31,1,"Private profit","Bachelor's Degree","Female",34000,"Employed","FINANCE",6870,"52M1",48
48,418,23,1,"Private profit","Bachelor's Degree","Female",45000,"Employed","MATH",6970,"52M2",48
48,43,67,1,"State government","Bachelor's Degree","Female",0,"Not in labor force","MATH",7860,"6111",NA
48,98,59,1,"State government","Master's Degree","Male",82000,"Employed","MATH",7870,"611M1",48
48,66,45,1,"Private profit","Bachelor's Degree","Male",100000,"Employed","FINANCE",5690,"45439",48
48,32,43,1,"Private profit","Master's Degree","Male",123000,"Employed","COMPUTER SCIENCE",7380,"5415",48
48,51,51,1,"Private profit","Bachelor's Degree","Male",100000,"Employed","FINANCE",8180,"621M",48
48,362,51,1,"Private profit","Bachelor's Degree","Male",70000,"Employed","FINANCE",6990,"524",48
48,17,63,1,"Private profit","Bachelor's Degree","Male",14600,"Employed","COMPUTER SCIENCE",4880,"44413",48
48,103,62,1,"Private profit","Bachelor's Degree","Female",0,"Not in labor force","COMPUTER SCIENCE",3580,"33641M1",NA
48,67,47,1,"Private profit","Bachelor's Degree","Male",120000,"Employed","FINANCE",4080,"4232",48
48,44,51,4,NA,"Bachelor's Degree","Female",0,"Not in labor force","COMPUTER SCIENCE",NA,"",NA
48,14,29,1,"State government","Bachelor's Degree","Female",35000,"Employed","MATH",7860,"6111",48
48,66,66,1,"Local government","Bachelor's Degree","Female",51000,"Employed","COMPUTER SCIENCE",9470,"92MP",48
48,177,23,1,"Private profit","Bachelor's Degree","Male",9000,"Employed","MATH",8680,"722Z",48
48,64,27,1,"Private profit","Bachelor's Degree","Female",60000,"Employed","FINANCE",6870,"52M1",48
48,89,46,1,"Private profit","Bachelor's Degree","Male",155000,"Employed","COMPUTER SCIENCE",7570,"55",48
48,102,30,5,"Private profit","Master's Degree","Male",92000,"Employed","COMPUTER SCIENCE",1370,"3121",48
48,98,92,4,NA,"Bachelor's Degree","Female",0,"Not in labor force","MATH",NA,"",NA
48,55,67,1,"State government","Master's Degree","Male",125000,"Employed","MATH",7870,"611M1",48
48,123,43,1,"Private non-profit","Master's Degree","Male",80000,"Employed","MATH",9160,"8131",48
48,210,52,1,"Self-employed","Master's Degree","Female",0,"Employed","COMPUTER SCIENCE",7280,"5412",48
48,86,30,5,"Private profit","Master's Degree","Female",0,"Not in labor force","FINANCE",6870,"52M1",NA
48,60,54,1,"Private non-profit","Master's Degree","Male",45000,"Not in labor force","COMPUTER SCIENCE",9160,"8131",NA
48,68,40,1,"Private profit","Bachelor's Degree","Male",20000,"Employed","MATH",7670,"5615",48
48,77,49,1,"Private profit","Bachelor's Degree","Female",30000,"Employed","FINANCE",7860,"6111",48
48,91,36,5,"Private profit","Master's Degree","Male",61000,"Employed","COMPUTER SCIENCE",7380,"5415",48
48,84,31,5,NA,"Master's Degree","Female",0,"Not in labor force","COMPUTER SCIENCE",NA,"",NA
48,124,27,1,"Private profit","Bachelor's Degree","Male",30000,"Employed","MATH",7070,"531",48
48,140,43,5,"Private profit","Master's Degree","Male",80000,"Employed","COMPUTER SCIENCE",6870,"52M1",48
48,77,44,1,"Local government","Master's Degree","Female",55000,"Employed","MATH",7860,"6111",48
48,24,47,1,"Local government","Master's Degree","Female",65000,"Employed","COMPUTER SCIENCE",7860,"6111",48
48,183,55,1,"Private profit","Bachelor's Degree","Male",0,"Not in labor force","COMPUTER SCIENCE",8680,"722Z",NA
48,81,35,1,NA,"Bachelor's Degree","Female",0,"Not in labor force","MATH",NA,"",NA
48,74,32,1,"Local government","Bachelor's Degree","Female",50000,"Employed","MATH",7860,"6111",48
48,69,32,1,"Private profit","Bachelor's Degree","Male",24000,"Employed","MATH",7770,"56173",48
48,71,26,1,"Private profit","Bachelor's Degree","Female",68000,"Employed","FINANCE",6990,"524",48
48,96,75,4,"Private non-profit","Master's Degree","Female",20000,"Employed","MATH",7860,"6111",48
48,140,23,1,"State government","Bachelor's Degree","Male",38000,"Employed","FINANCE",9480,"923",48
48,64,29,1,"Private profit","Bachelor's Degree","Female",125000,"Employed","FINANCE",4670,"4411",48
48,84,29,1,"Private profit","Bachelor's Degree","Female",60000,"Employed","FINANCE",7070,"531",48
48,305,25,4,"Private profit","Bachelor's Degree","Female",50000,"Employed","FINANCE",570,"2211P",48
48,23,80,4,"Private profit","Doctorate degree","Male",0,"Not in labor force","MATH",7890,"611M3",NA
48,43,63,1,"State government","Bachelor's Degree","Male",0,"Not in labor force","STATISTICS",7870,"611M1",NA
48,55,48,1,"Private profit","Bachelor's Degree","Male",135000,"Employed","FINANCE",6870,"52M1",48
48,97,52,1,"Self-employed","Professional degree","Male",404000,"Employed","FINANCE",7270,"5411",48
48,29,65,1,"State government","Bachelor's Degree","Female",0,"Not in labor force","MATH",7860,"6111",NA
48,52,34,1,"Private non-profit","Bachelor's Degree","Male",80000,"Employed","COMPUTER SCIENCE",6990,"524",48
48,31,32,1,"Private profit","Bachelor's Degree","Male",77000,"Employed","COMPUTER SCIENCE",7380,"5415",48
48,62,26,1,"Private profit","Bachelor's Degree","Male",50000,"Employed","FINANCE",6890,"522M",48
48,45,81,1,NA,"Professional degree","Female",0,"Not in labor force","MATH",NA,"",NA
48,86,27,4,"Private profit","Bachelor's Degree","Female",46000,"Employed","FINANCE",6870,"52M1",48
48,129,33,1,"Local government","Bachelor's Degree","Female",45000,"Employed","FINANCE",7860,"6111",48
48,67,63,1,"Private non-profit","Bachelor's Degree","Male",100000,"Employed","STATISTICS",6990,"524",48
48,52,68,1,NA,"Master's Degree","Male",0,"Not in labor force","MATH",NA,"",NA
48,58,49,1,"Private profit","Bachelor's Degree","Male",213000,"Employed","FINANCE",3980,"3399ZM",48
48,150,66,4,NA,"Master's Degree","Male",0,"Not in labor force","MATH",NA,"",NA
48,67,51,1,"Private profit","Bachelor's Degree","Male",200000,"Employed","STATISTICS",6970,"52M2",48
48,100,35,1,"Private profit","Master's Degree","Male",85000,"Employed","COMPUTER SCIENCE",2980,"332MZ",48
